index,data_nx,data_ny,data_nz,data_voxels,label_nx,label_ny,label_nz,label_voxels
42756,114,98,102,1139544,114,98,102,1139544
42757,112,98,102,1119552,112,98,102,1119552
42758,130,98,100,1274000,130,98,100,1274000
42759,116,98,100,1136800,116,98,100,1136800
42760,116,98,100,1136800,116,98,100,1136800
42761,130,98,100,1274000,130,98,100,1274000
42762,118,98,100,1156400,118,98,100,1156400
42763,116,98,100,1136800,116,98,100,1136800
42764,130,98,100,1274000,130,98,100,1274000
42765,116,98,100,1136800,116,98,100,1136800
42766,128,98,96,1204224,128,98,96,1204224
42767,116,98,96,1091328,116,98,96,1091328
42768,126,98,92,1136016,126,98,92,1136016
42769,114,98,86,960792,114,98,86,960792
42770,112,98,106,1163456,112,98,106,1163456
42771,112,98,106,1163456,112,98,106,1163456
42772,112,98,104,1141504,112,98,104,1141504
42773,112,98,100,1097600,112,98,100,1097600
42774,110,98,104,1121120,110,98,104,1121120
42775,110,98,106,1142680,110,98,106,1142680
42776,106,98,102,1059576,106,98,102,1059576
42777,104,98,104,1059968,104,98,104,1059968
42778,104,98,104,1059968,104,98,104,1059968
42779,112,98,102,1119552,112,98,102,1119552
42780,110,98,90,970200,110,98,90,970200
42781,112,98,98,1075648,112,98,98,1075648
42782,110,98,86,927080,110,98,86,927080
42783,102,100,108,1101600,102,100,108,1101600
42784,98,114,86,960792,98,114,86,960792
42785,96,114,96,1050624,96,114,96,1050624
42786,96,114,94,1028736,96,114,94,1028736
42787,96,114,84,919296,96,114,84,919296
42788,102,98,106,1059576,102,98,106,1059576
42789,100,104,108,1123200,100,104,108,1123200
42790,100,102,108,1101600,100,102,108,1101600
42791,100,100,106,1060000,100,100,106,1060000
42792,100,100,96,960000,100,100,96,960000
42793,102,104,106,1124448,102,104,106,1124448
42794,102,104,94,997152,102,104,94,997152
42795,100,94,104,977600,100,94,104,977600
42796,100,94,92,864800,100,94,92,864800
42797,100,96,94,902400,100,96,94,902400
42798,100,96,82,787200,100,96,82,787200
42799,110,100,120,1320000,110,100,120,1320000
42800,100,98,110,1078000,100,98,110,1078000
42801,110,100,108,1188000,110,100,108,1188000
42802,100,96,100,960000,100,96,100,960000
42803,108,102,106,1167696,108,102,106,1167696
42804,100,96,98,940800,100,96,98,940800
42805,102,98,122,1219512,102,98,122,1219512
42806,102,98,110,1099560,102,98,110,1099560
42807,98,98,112,1075648,98,98,112,1075648
42808,98,98,100,960400,98,98,100,960400
42809,100,128,98,1254400,100,128,98,1254400
42810,100,114,100,1140000,100,114,100,1140000
42811,100,116,100,1160000,100,116,100,1160000
42812,100,128,100,1280000,100,128,100,1280000
42813,100,116,100,1160000,100,116,100,1160000
42814,104,110,116,1327040,104,110,116,1327040
42815,102,110,114,1279080,102,110,114,1279080
42816,104,108,104,1168128,104,108,104,1168128
42817,104,108,102,1145664,104,108,102,1145664
42818,104,108,112,1257984,104,108,112,1257984
42819,104,108,102,1145664,104,108,102,1145664
42820,104,108,110,1235520,104,108,110,1235520
42821,104,108,100,1123200,104,108,100,1123200
42822,104,108,100,1123200,104,108,100,1123200
42823,104,108,90,1010880,104,108,90,1010880
42824,98,100,114,1117200,98,100,114,1117200
42825,98,100,114,1117200,98,100,114,1117200
42826,98,100,114,1117200,98,100,114,1117200
42827,98,100,112,1097600,98,100,112,1097600
42828,98,100,106,1038800,98,100,106,1038800
42829,98,100,112,1097600,98,100,112,1097600
42830,98,98,112,1075648,98,98,112,1075648
42831,98,98,100,960400,98,98,100,960400
42832,98,96,110,1034880,98,96,110,1034880
42833,98,98,96,921984,98,98,96,921984
42834,98,96,104,978432,98,96,104,978432
42835,98,96,92,865536,98,96,92,865536
42836,98,94,112,1031744,98,94,112,1031744
42837,96,94,100,902400,96,94,100,902400
42838,100,108,112,1209600,100,108,112,1209600
42839,100,108,100,1080000,100,108,100,1080000
42840,98,108,100,1058400,98,108,100,1058400
42841,98,108,90,952560,98,108,90,952560
42842,98,108,100,1058400,98,108,100,1058400
42843,98,108,86,910224,98,108,86,910224
42844,100,98,114,1117200,100,98,114,1117200
42845,100,98,114,1117200,100,98,114,1117200
42846,100,98,114,1117200,100,98,114,1117200
42847,98,98,102,979608,98,98,102,979608
42848,98,98,102,979608,98,98,102,979608
42849,98,98,102,979608,98,98,102,979608
42850,98,96,102,959616,98,96,102,959616
42851,106,98,128,1329664,106,98,128,1329664
42852,98,98,122,1171688,98,98,122,1171688
42853,94,130,100,1222000,94,130,100,1222000
42854,90,122,100,1098000,90,122,100,1098000
42855,104,98,118,1202656,104,98,118,1202656
42856,98,98,110,1056440,98,98,110,1056440
42857,104,98,116,1182272,104,98,116,1182272
42858,98,98,108,1037232,98,98,108,1037232
42859,112,100,110,1232000,112,100,110,1232000
42860,112,98,98,1075648,112,98,98,1075648
42861,112,90,98,987840,112,90,98,987840
42862,110,106,110,1282600,110,106,110,1282600
42863,102,106,108,1167696,102,106,108,1167696
42864,100,100,108,1080000,100,100,108,1080000
42865,110,108,106,1259280,110,108,106,1259280
42866,110,108,96,1140480,110,108,96,1140480
42867,98,112,90,987840,98,112,90,987840
42868,98,114,90,1005480,98,114,90,1005480
42869,100,112,90,1008000,100,112,90,1008000
42870,96,98,108,1016064,96,98,108,1016064
42871,96,98,96,903168,96,98,96,903168
42872,98,98,108,1037232,98,98,108,1037232
42873,98,100,110,1078000,98,100,110,1078000
42874,98,100,108,1058400,98,100,108,1058400
42875,98,98,108,1037232,98,98,108,1037232
42876,98,100,110,1078000,98,100,110,1078000
42877,100,98,106,1038800,100,98,106,1038800
42878,106,98,108,1121904,106,98,108,1121904
42879,100,98,104,1019200,100,98,104,1019200
42880,106,96,106,1078656,106,96,106,1078656
42881,106,96,94,956544,106,96,94,956544
42882,108,100,110,1188000,108,100,110,1188000
42883,106,100,110,1166000,106,100,110,1166000
42884,102,100,110,1122000,102,100,110,1122000
42885,96,104,108,1078272,96,104,108,1078272
42886,102,100,108,1101600,102,100,108,1101600
42887,110,100,108,1188000,110,100,108,1188000
42888,108,104,100,1123200,108,104,100,1123200
42889,106,102,106,1146072,106,102,106,1146072
42890,106,102,98,1059576,106,102,98,1059576
42891,118,106,86,1075688,118,106,86,1075688
42892,124,100,98,1215200,124,100,98,1215200
42893,120,100,86,1032000,120,100,86,1032000
42894,112,100,96,1075200,112,100,96,1075200
42895,122,98,96,1147776,122,98,96,1147776
42896,112,98,92,1009792,112,98,92,1009792
42897,124,100,96,1190400,124,100,96,1190400
42898,122,100,84,1024800,122,100,84,1024800
42899,114,100,90,1026000,114,100,90,1026000
42900,124,100,96,1190400,124,100,96,1190400
42901,122,100,84,1024800,122,100,84,1024800
42902,114,100,90,1026000,114,100,90,1026000
42903,122,98,98,1171688,122,98,98,1171688
42904,116,98,88,1000384,116,98,88,1000384
42905,110,98,96,1034880,110,98,96,1034880
42906,118,98,86,994504,118,98,86,994504
42907,120,96,110,1267200,120,96,110,1267200
42908,120,100,88,1056000,120,100,88,1056000
42909,116,100,90,1044000,116,100,90,1044000
42910,120,100,86,1032000,120,100,86,1032000
42911,112,98,96,1053696,112,98,96,1053696
42912,118,100,86,1014800,118,100,86,1014800
42913,116,98,86,977648,116,98,86,977648
42914,122,102,88,1095072,122,102,88,1095072
42915,120,94,100,1128000,120,94,100,1128000
42916,118,98,86,994504,118,98,86,994504
42917,106,104,104,1146496,106,104,104,1146496
42918,118,100,86,1014800,118,100,86,1014800
42919,116,100,86,997600,116,100,86,997600
42920,116,100,86,997600,116,100,86,997600
42921,124,100,96,1190400,124,100,96,1190400
42922,118,100,86,1014800,118,100,86,1014800
42923,118,100,88,1038400,118,100,88,1038400
42924,118,100,88,1038400,118,100,88,1038400
42925,116,98,84,954912,116,98,84,954912
42926,128,106,86,1166848,128,106,86,1166848
42927,118,100,86,1014800,118,100,86,1014800
42928,128,106,86,1166848,128,106,86,1166848
42929,120,100,86,1032000,120,100,86,1032000
42930,114,100,100,1140000,114,100,100,1140000
42931,110,100,88,968000,110,100,88,968000
42932,122,116,88,1245376,122,116,88,1245376
42933,114,104,88,1043328,114,104,88,1043328
42934,130,106,86,1185080,130,106,86,1185080
42935,120,100,86,1032000,120,100,86,1032000
42936,130,106,86,1185080,130,106,86,1185080
42937,120,100,86,1032000,120,100,86,1032000
42938,110,108,98,1164240,110,108,98,1164240
42939,110,108,86,1021680,110,108,86,1021680
42940,110,110,100,1210000,110,110,100,1210000
42941,110,108,86,1021680,110,108,86,1021680
42942,108,110,98,1164240,108,110,98,1164240
42943,106,110,98,1142680,106,110,98,1142680
42944,106,108,86,984528,106,108,86,984528
42945,100,110,98,1078000,100,110,98,1078000
42946,102,108,86,947376,102,108,86,947376
42947,114,98,96,1072512,114,98,96,1072512
42948,118,102,86,1035096,118,102,86,1035096
42949,108,106,90,1030320,108,106,90,1030320
42950,114,100,86,980400,114,100,86,980400
42951,116,100,92,1067200,116,100,92,1067200
42952,118,102,86,1035096,118,102,86,1035096
42953,112,98,94,1031744,112,98,94,1031744
42954,106,106,90,1011240,106,106,90,1011240
42955,118,100,86,1014800,118,100,86,1014800
42956,110,108,94,1116720,110,108,94,1116720
42957,114,102,86,1000008,114,102,86,1000008
42958,104,104,84,908544,104,104,84,908544
42959,110,100,92,1012000,110,100,92,1012000
42960,108,108,94,1096416,108,108,94,1096416
42961,112,102,86,982464,112,102,86,982464
42962,104,104,84,908544,104,104,84,908544
42963,108,100,92,993600,108,100,92,993600
42964,108,100,86,928800,108,100,86,928800
42965,118,102,86,1035096,118,102,86,1035096
42966,122,106,82,1060424,122,106,82,1060424
42967,134,100,82,1098800,134,100,82,1098800
42968,120,102,82,1003680,120,102,82,1003680
42969,132,100,72,950400,132,100,72,950400
42970,120,102,72,881280,120,102,72,881280
42971,130,102,68,901680,130,102,68,901680
42972,118,102,68,818448,118,102,68,818448
42973,134,100,80,1072000,134,100,80,1072000
42974,122,100,80,976000,122,100,80,976000
42975,118,100,94,1109200,118,100,94,1109200
42976,112,102,92,1051008,112,102,92,1051008
42977,112,102,92,1051008,112,102,92,1051008
42978,116,96,92,1024512,116,96,92,1024512
42979,116,98,88,1000384,116,98,88,1000384
42980,116,100,92,1067200,116,100,92,1067200
42981,110,102,92,1032240,110,102,92,1032240
42982,112,102,90,1028160,112,102,90,1028160
42983,116,102,92,1088544,116,102,92,1088544
42984,110,102,92,1032240,110,102,92,1032240
42985,110,102,92,1032240,110,102,92,1032240
42986,114,102,92,1069776,114,102,92,1069776
42987,108,102,92,1013472,108,102,92,1013472
42988,108,102,92,1013472,108,102,92,1013472
42989,116,100,88,1020800,116,100,88,1020800
42990,114,100,86,980400,114,100,86,980400
42991,116,100,84,974400,116,100,84,974400
42992,116,100,112,1299200,116,100,112,1299200
42993,114,100,94,1071600,114,100,94,1071600
42994,116,96,92,1024512,116,96,92,1024512
42995,106,96,90,915840,106,96,90,915840
42996,118,98,92,1063888,118,98,92,1063888
42997,108,98,88,931392,108,98,88,931392
42998,118,100,92,1085600,118,100,92,1085600
42999,110,100,90,990000,110,100,90,990000
43000,116,96,92,1024512,116,96,92,1024512
43001,106,96,88,895488,106,96,88,895488
43002,106,102,112,1210944,106,102,112,1210944
43003,100,102,100,1020000,100,102,100,1020000
43004,104,102,112,1188096,104,102,112,1188096
43005,100,102,100,1020000,100,102,100,1020000
43006,114,96,96,1050624,114,96,96,1050624
43007,126,108,86,1170288,126,108,86,1170288
43008,108,96,96,995328,108,96,96,995328
43009,104,106,96,1058304,104,106,96,1058304
43010,114,98,96,1072512,114,98,96,1072512
43011,114,92,92,964896,114,92,92,964896
43012,126,108,86,1170288,126,108,86,1170288
43013,108,96,96,995328,108,96,96,995328
43014,106,96,94,956544,106,96,94,956544
43015,124,110,86,1173040,124,110,86,1173040
43016,108,110,90,1069200,108,110,90,1069200
43017,104,108,90,1010880,104,108,90,1010880
43018,110,110,86,1040600,110,110,86,1040600
43019,102,106,86,929832,102,106,86,929832
43020,126,102,80,1028160,126,102,80,1028160
43021,114,100,98,1117200,114,100,98,1117200
43022,114,108,98,1206576,114,108,98,1206576
43023,112,108,100,1209600,112,108,100,1209600
43024,102,106,96,1037952,102,106,96,1037952
43025,100,106,98,1038800,100,106,98,1038800
43026,102,106,98,1059576,102,106,98,1059576
43027,102,106,96,1037952,102,106,96,1037952
43028,100,106,94,996400,100,106,94,996400
43029,114,106,94,1135896,114,106,94,1135896
43030,130,100,96,1248000,130,100,96,1248000
43031,118,100,96,1132800,118,100,96,1132800
43032,128,100,84,1075200,128,100,84,1075200
43033,116,102,84,993888,116,102,84,993888
43034,130,98,96,1223040,130,98,96,1223040
43035,118,98,96,1110144,118,98,96,1110144
43036,130,100,84,1092000,130,100,84,1092000
43037,118,100,84,991200,118,100,84,991200
43038,132,100,84,1108800,132,100,84,1108800
43039,118,100,84,991200,118,100,84,991200
43040,126,100,94,1184400,126,100,94,1184400
43041,112,100,94,1052800,112,100,94,1052800
43042,102,102,112,1165248,102,102,112,1165248
43043,102,100,112,1142400,102,100,112,1142400
43044,102,102,100,1040400,102,102,100,1040400
43045,102,102,108,1123632,102,102,108,1123632
43046,104,102,110,1166880,104,102,110,1166880
43047,100,102,108,1101600,100,102,108,1101600
43048,102,102,100,1040400,102,102,100,1040400
43049,104,98,108,1100736,104,98,108,1100736
43050,100,102,98,999600,100,102,98,999600
43051,102,102,90,936360,102,102,90,936360
43052,104,102,98,1039584,104,102,98,1039584
43053,100,102,96,979200,100,102,96,979200
43054,102,102,88,915552,102,102,88,915552
43055,98,118,100,1156400,98,118,100,1156400
43056,102,112,102,1165248,102,112,102,1165248
43057,102,112,100,1142400,102,112,100,1142400
43058,102,100,100,1020000,102,100,100,1020000
43059,100,112,102,1142400,100,112,102,1142400
43060,102,112,102,1165248,102,112,102,1165248
43061,102,112,102,1165248,102,112,102,1165248
43062,102,112,92,1051008,102,112,92,1051008
43063,100,114,94,1071600,100,114,94,1071600
43064,98,114,100,1117200,98,114,100,1117200
43065,98,112,102,1119552,98,112,102,1119552
43066,104,112,98,1141504,104,112,98,1141504
43067,110,106,98,1142680,110,106,98,1142680
43068,110,108,98,1164240,110,108,98,1164240
43069,110,108,96,1140480,110,108,96,1140480
43070,110,108,96,1140480,110,108,96,1140480
43071,108,108,90,1049760,108,108,90,1049760
43072,100,98,96,940800,100,98,96,940800
43073,108,108,96,1119744,108,108,96,1119744
43074,104,106,98,1080352,104,106,98,1080352
43075,104,106,98,1080352,104,106,98,1080352
43076,100,116,100,1160000,100,116,100,1160000
43077,100,116,98,1136800,100,116,98,1136800
43078,104,104,100,1081600,104,104,100,1081600
43079,104,104,100,1081600,104,104,100,1081600
43080,104,104,88,951808,104,104,88,951808
43081,104,104,102,1103232,104,104,102,1103232
43082,104,104,88,951808,104,104,88,951808
43083,102,104,90,954720,102,104,90,954720
43084,102,104,88,933504,102,104,88,933504
43085,100,104,100,1040000,100,104,100,1040000
43086,100,104,90,936000,100,104,90,936000
43087,100,104,88,915200,100,104,88,915200
43088,102,104,96,1018368,102,104,96,1018368
43089,102,110,86,964920,102,110,86,964920
43090,102,110,98,1099560,102,110,98,1099560
43091,98,110,98,1056440,98,110,98,1056440
43092,98,104,96,978432,98,104,96,978432
43093,100,110,98,1078000,100,110,98,1078000
43094,100,110,102,1122000,100,110,102,1122000
43095,102,110,96,1077120,102,110,96,1077120
43096,102,102,102,1061208,102,102,102,1061208
43097,102,102,96,998784,102,102,96,998784
43098,100,110,100,1100000,100,110,100,1100000
43099,102,110,96,1077120,102,110,96,1077120
43100,102,110,94,1054680,102,110,94,1054680
43101,102,110,94,1054680,102,110,94,1054680
43102,106,114,98,1184232,106,114,98,1184232
43103,102,110,94,1054680,102,110,94,1054680
43104,112,108,100,1209600,112,108,100,1209600
43105,112,108,96,1161216,112,108,96,1161216
43106,112,108,98,1185408,112,108,98,1185408
43107,100,108,98,1058400,100,108,98,1058400
43108,110,106,86,1002760,110,106,86,1002760
43109,112,104,96,1118208,112,104,96,1118208
43110,106,104,98,1080352,106,104,98,1080352
43111,110,104,86,983840,110,104,86,983840
43112,106,108,98,1121904,106,108,98,1121904
43113,96,108,98,1016064,96,108,98,1016064
43114,102,104,94,997152,102,104,94,997152
43115,100,114,100,1140000,100,114,100,1140000
43116,98,114,92,1027824,98,114,92,1027824
43117,100,114,98,1117200,100,114,98,1117200
43118,100,110,100,1100000,100,110,100,1100000
43119,100,112,100,1120000,100,112,100,1120000
43120,100,114,98,1117200,100,114,98,1117200
43121,100,114,98,1117200,100,114,98,1117200
43122,100,114,98,1117200,100,114,98,1117200
43123,100,110,98,1078000,100,110,98,1078000
43124,100,96,104,998400,100,96,104,998400
43125,100,96,102,979200,100,96,102,979200
43126,102,96,102,998784,102,96,102,998784
43127,104,106,98,1080352,104,106,98,1080352
43128,104,106,96,1058304,104,106,96,1058304
43129,104,106,86,948064,104,106,86,948064
43130,104,102,98,1039584,104,102,98,1039584
43131,104,102,86,912288,104,102,86,912288
43132,106,98,112,1163456,106,98,112,1163456
43133,106,98,110,1142680,106,98,110,1142680
43134,106,98,100,1038800,106,98,100,1038800
43135,98,98,110,1056440,98,98,110,1056440
43136,106,98,100,1038800,106,98,100,1038800
43137,108,98,112,1185408,108,98,112,1185408
43138,106,98,110,1142680,106,98,110,1142680
43139,106,98,100,1038800,106,98,100,1038800
43140,106,100,112,1187200,106,100,112,1187200
43141,106,98,100,1038800,106,98,100,1038800
43142,98,100,110,1078000,98,100,110,1078000
43143,102,98,114,1139544,102,98,114,1139544
43144,102,98,112,1119552,102,98,112,1119552
43145,102,98,102,1019592,102,98,102,1019592
43146,102,98,114,1139544,102,98,114,1139544
43147,100,98,116,1136800,100,98,116,1136800
43148,102,98,112,1119552,102,98,112,1119552
43149,102,98,102,1019592,102,98,102,1019592
43150,100,98,114,1117200,100,98,114,1117200
43151,100,108,112,1209600,100,108,112,1209600
43152,100,106,112,1187200,100,106,112,1187200
43153,100,100,112,1120000,100,100,112,1120000
43154,100,108,112,1209600,100,108,112,1209600
43155,100,106,112,1187200,100,106,112,1187200
43156,100,100,112,1120000,100,100,112,1120000
43157,98,130,98,1248520,98,130,98,1248520
43158,98,116,98,1114064,98,116,98,1114064
43159,100,98,116,1136800,100,98,116,1136800
43160,100,98,128,1254400,100,98,128,1254400
43161,100,98,116,1136800,100,98,116,1136800
43162,100,100,110,1100000,100,100,110,1100000
43163,100,100,110,1100000,100,100,110,1100000
43164,100,100,108,1080000,100,100,108,1080000
43165,100,100,108,1080000,100,100,108,1080000
43166,100,100,108,1080000,100,100,108,1080000
43167,100,100,108,1080000,100,100,108,1080000
43168,100,100,108,1080000,100,100,108,1080000
43169,102,104,108,1145664,102,104,108,1145664
43170,100,100,100,1000000,100,100,100,1000000
43171,100,102,108,1101600,100,102,108,1101600
43172,102,102,106,1102824,102,102,106,1102824
43173,100,102,108,1101600,100,102,108,1101600
43174,100,102,108,1101600,100,102,108,1101600
43175,100,100,100,1000000,100,100,100,1000000
43176,100,102,108,1101600,100,102,108,1101600
43177,100,102,108,1101600,100,102,108,1101600
43178,100,100,100,1000000,100,100,100,1000000
43179,100,102,108,1101600,100,102,108,1101600
43180,106,112,100,1187200,106,112,100,1187200
43181,114,108,100,1231200,114,108,100,1231200
43182,114,108,102,1255824,114,108,102,1255824
43183,104,108,100,1123200,104,108,100,1123200
43184,112,108,100,1209600,112,108,100,1209600
43185,104,108,100,1123200,104,108,100,1123200
43186,110,108,98,1164240,110,108,98,1164240
43187,104,108,100,1123200,104,108,100,1123200
43188,108,108,100,1166400,108,108,100,1166400
43189,96,106,100,1017600,96,106,100,1017600
43190,116,104,90,1085760,116,104,90,1085760
43191,112,98,100,1097600,112,98,100,1097600
43192,112,98,98,1075648,112,98,98,1075648
43193,114,98,92,1027824,114,98,92,1027824
43194,114,100,98,1117200,114,100,98,1117200
43195,110,100,96,1056000,110,100,96,1056000
43196,110,100,94,1034000,110,100,94,1034000
43197,112,100,86,963200,112,100,86,963200
43198,108,100,102,1101600,108,100,102,1101600
43199,108,98,100,1058400,108,98,100,1058400
43200,108,98,90,952560,108,98,90,952560
43201,114,106,92,1111728,114,106,92,1111728
43202,116,106,90,1106640,116,106,90,1106640
43203,116,106,86,1057456,116,106,86,1057456
43204,124,106,96,1261824,124,106,96,1261824
43205,116,106,88,1082048,116,106,88,1082048
43206,126,100,92,1159200,126,100,92,1159200
43207,116,100,92,1067200,116,100,92,1067200
43208,126,100,90,1134000,126,100,90,1134000
43209,116,100,90,1044000,116,100,90,1044000
43210,124,96,94,1118976,124,96,94,1118976
43211,124,100,90,1116000,124,100,90,1116000
43212,114,100,86,980400,114,100,86,980400
43213,122,106,84,1086288,122,106,84,1086288
43214,120,100,92,1104000,120,100,92,1104000
43215,98,110,106,1142680,98,110,106,1142680
43216,98,110,92,991760,98,110,92,991760
43217,98,102,104,1039584,98,102,104,1039584
43218,98,110,104,1121120,98,110,104,1121120
43219,96,110,92,971520,96,110,92,971520
43220,98,110,96,1034880,98,110,96,1034880
43221,98,110,84,905520,98,110,84,905520
43222,98,102,104,1039584,98,102,104,1039584
43223,98,110,104,1121120,98,110,104,1121120
43224,98,108,104,1100736,98,108,104,1100736
43225,98,102,104,1039584,98,102,104,1039584
43226,100,102,104,1060800,100,102,104,1060800
43227,100,102,102,1040400,100,102,102,1040400
43228,100,96,94,902400,100,96,94,902400
43229,102,102,102,1061208,102,102,102,1061208
43230,116,124,82,1179488,116,124,82,1179488
43231,114,124,82,1159152,114,124,82,1159152
43232,114,124,70,989520,114,124,70,989520
43233,114,124,68,961248,114,124,68,961248
43234,108,114,82,1009584,108,114,82,1009584
43235,106,114,72,870048,106,114,72,870048
43236,104,114,68,806208,104,114,68,806208
43237,98,114,98,1094856,98,114,98,1094856
43238,100,108,96,1036800,100,108,96,1036800
43239,100,110,94,1034000,100,110,94,1034000
43240,100,112,98,1097600,100,112,98,1097600
43241,114,114,86,1117656,114,114,86,1117656
43242,106,106,98,1101128,106,106,98,1101128
43243,108,116,90,1127520,108,116,90,1127520
43244,102,114,96,1116288,102,114,96,1116288
43245,104,112,96,1118208,104,112,96,1118208
43246,100,114,86,980400,100,114,86,980400
43247,100,114,96,1094400,100,114,96,1094400
43248,102,114,96,1116288,102,114,96,1116288
43249,104,112,96,1118208,104,112,96,1118208
43250,104,116,98,1182272,104,116,98,1182272
43251,104,112,98,1141504,104,112,98,1141504
43252,100,114,98,1117200,100,114,98,1117200
43253,104,116,88,1061632,104,116,88,1061632
43254,102,114,98,1139544,102,114,98,1139544
43255,104,112,98,1141504,104,112,98,1141504
43256,112,104,80,931840,112,104,80,931840
43257,112,104,76,885248,112,104,76,885248
43258,112,104,72,838656,112,104,72,838656
43259,118,104,96,1178112,118,104,96,1178112
43260,106,104,92,1014208,106,104,92,1014208
43261,104,104,86,930176,104,104,86,930176
43262,104,102,82,869856,104,102,82,869856
43263,104,116,96,1158144,104,116,96,1158144
43264,104,110,84,960960,104,110,84,960960
43265,104,118,92,1129024,104,118,92,1129024
43266,104,124,100,1289600,104,124,100,1289600
43267,104,114,92,1090752,104,114,92,1090752
43268,106,122,100,1293200,106,122,100,1293200
43269,106,112,92,1092224,106,112,92,1092224
43270,102,126,88,1130976,102,126,88,1130976
43271,102,116,80,946560,102,116,80,946560
43272,102,126,86,1105272,102,126,86,1105272
43273,102,116,78,922896,102,116,78,922896
43274,104,114,80,948480,104,114,80,948480
43275,104,114,78,924768,104,114,78,924768
43276,104,116,72,868608,104,116,72,868608
43277,116,104,98,1182272,116,104,98,1182272
43278,112,104,86,1001728,112,104,86,1001728
43279,104,102,98,1039584,104,102,98,1039584
43280,114,106,100,1208400,114,106,100,1208400
43281,112,100,100,1120000,112,100,100,1120000
43282,104,104,100,1081600,104,104,100,1081600
43283,114,106,98,1184232,114,106,98,1184232
43284,114,106,88,1063392,114,106,88,1063392
43285,120,108,90,1166400,120,108,90,1166400
43286,118,114,70,941640,118,114,70,941640
43287,120,108,90,1166400,120,108,90,1166400
43288,118,102,70,842520,118,102,70,842520
43289,104,106,98,1080352,104,106,98,1080352
43290,104,102,110,1166880,104,102,110,1166880
43291,104,100,110,1144000,104,100,110,1144000
43292,104,102,98,1039584,104,102,98,1039584
43293,116,108,94,1177632,116,108,94,1177632
43294,106,108,94,1076112,106,108,94,1076112
43295,104,106,94,1036256,104,106,94,1036256
43296,116,98,94,1068592,116,98,94,1068592
43297,102,106,94,1016328,102,106,94,1016328
43298,104,112,96,1118208,104,112,96,1118208
43299,104,110,90,1029600,104,110,90,1029600
43300,108,108,96,1119744,108,108,96,1119744
43301,102,110,86,964920,102,110,86,964920
43302,104,112,96,1118208,104,112,96,1118208
43303,116,110,98,1250480,116,110,98,1250480
43304,116,110,86,1097360,116,110,86,1097360
43305,104,110,96,1098240,104,110,96,1098240
43306,108,100,98,1058400,108,100,98,1058400
43307,110,106,100,1166000,110,106,100,1166000
43308,112,106,98,1163456,112,106,98,1163456
43309,98,104,100,1019200,98,104,100,1019200
43310,110,106,98,1142680,110,106,98,1142680
43311,110,106,86,1002760,110,106,86,1002760
43312,114,112,96,1225728,114,112,96,1225728
43313,114,112,86,1098048,114,112,86,1098048
43314,102,100,96,979200,102,100,96,979200
43315,102,102,94,977976,102,102,94,977976
43316,126,102,98,1259496,126,102,98,1259496
43317,116,102,92,1088544,116,102,92,1088544
43318,126,102,88,1130976,126,102,88,1130976
43319,116,102,80,946560,116,102,80,946560
43320,126,102,86,1105272,126,102,86,1105272
43321,116,102,78,922896,116,102,78,922896
43322,126,100,98,1234800,126,100,98,1234800
43323,114,100,92,1048800,114,100,92,1048800
43324,100,110,98,1078000,100,110,98,1078000
43325,102,110,86,964920,102,110,86,964920
43326,112,110,86,1059520,112,110,86,1059520
43327,104,106,96,1058304,104,106,96,1058304
43328,102,112,82,936768,102,112,82,936768
43329,104,106,92,1014208,104,106,92,1014208
43330,104,106,82,903968,104,106,82,903968
43331,114,104,106,1256736,114,104,106,1256736
43332,112,124,84,1166592,112,124,84,1166592
43333,112,106,100,1187200,112,106,100,1187200
43334,112,96,94,1010688,112,96,94,1010688
43335,108,110,84,997920,108,110,84,997920
43336,110,110,92,1113200,110,110,92,1113200
43337,110,110,92,1113200,110,110,92,1113200
43338,102,110,90,1009800,102,110,90,1009800
43339,108,110,84,997920,108,110,84,997920
43340,108,108,94,1096416,108,108,94,1096416
43341,106,102,98,1059576,106,102,98,1059576
43342,118,112,84,1110144,118,112,84,1110144
43343,110,110,84,1016400,110,110,84,1016400
43344,100,108,96,1036800,100,108,96,1036800
43345,100,102,96,979200,100,102,96,979200
43346,104,110,98,1121120,104,110,98,1121120
43347,106,110,98,1142680,106,110,98,1142680
43348,106,110,86,1002760,106,110,86,1002760
43349,102,110,98,1099560,102,110,98,1099560
43350,102,110,84,942480,102,110,84,942480
43351,104,110,86,983840,104,110,86,983840
43352,118,114,82,1103064,118,114,82,1103064
43353,118,114,82,1103064,118,114,82,1103064
43354,116,102,84,993888,116,102,84,993888
43355,120,112,72,967680,120,112,72,967680
43356,114,112,92,1174656,114,112,92,1174656
43357,114,110,92,1153680,114,110,92,1153680
43358,108,108,94,1096416,108,108,94,1096416
43359,112,106,86,1020992,112,106,86,1020992
43360,114,100,92,1048800,114,100,92,1048800
43361,102,100,92,938400,102,100,92,938400
43362,112,114,82,1046976,112,114,82,1046976
43363,118,110,84,1090320,118,110,84,1090320
43364,112,114,78,995904,112,114,78,995904
43365,112,112,74,928256,112,112,74,928256
43366,124,102,96,1214208,124,102,96,1214208
43367,124,100,84,1041600,124,100,84,1041600
43368,116,100,90,1044000,116,100,90,1044000
43369,126,100,96,1209600,126,100,96,1209600
43370,116,100,90,1044000,116,100,90,1044000
43371,122,100,86,1049200,122,100,86,1049200
43372,118,100,86,1014800,118,100,86,1014800
